Chr	Start	spliceAImax_score
chr19	11298340	0.99
chr19	11315789	0.83
chr19	11325587	0.98
chr19	11354697	0.33
chr19	11356801	0.9
chr19	11381210	0.01
chr19	11405232	0.99
chr19	11406417	0.43
chr19	11406635	0.95
chr19	11416613	0.97
chr19	11507563	0.99
chr19	11554367	1.0
chr19	11577589	0.97
chr19	11866332	0.99
chr19	11947575	0.96
chr19	11977009	0.47
chr19	12018165	0.99
chr19	12030139	0.57
chr19	12466723	0.99
chr19	12649135	1.0
chr19	12656688	1.0
chr19	12664791	1.0
chr19	12664986	0.99
chr19	12676016	0.76
chr19	12737158	0.37
chr19	12745761	0.72
chr19	12763432	0.96
chr19	12763667	0.97
chr19	12763780	0.98
chr19	12772188	1.0
chr19	12826774	0.99
chr19	12891204	0.96
chr19	12899466	0.91
chr19	13109839	0.94
chr19	13136406	1.0
chr19	13747955	0.85
chr19	13754343	0.97
chr19	13920555	1.0
chr19	13923812	1.0
chr19	13936366	1.0
chr19	13963277	0.0
chr19	13983272	0.99
chr19	14088783	1.0
chr19	14088977	0.94
chr19	14114132	0.11
chr19	14156203	0.01
chr19	14474339	0.98
chr19	14594551	0.76
chr19	14647180	0.98
chr19	14661961	0.99
chr19	14751435	0.99
chr19	14774254	1.0
chr19	14800150	0.2
chr19	15231774	0.97
chr19	15232229	0.4
chr19	15508584	0.99
chr19	15525335	0.99
chr19	15644052	0.96
chr19	15647106	0.95
chr19	15649912	1.0
chr19	15652636	0.93
chr19	15658556	0.91
chr19	15659218	0.63
chr19	15673136	0.93
chr19	15680243	0.71
chr19	15683764	1.0
chr19	15684883	0.95
chr19	15696226	0.95
chr19	15696429	0.97
chr19	15879429	0.99
chr19	15892527	0.97
chr19	15934210	0.98
chr19	16081076	0.33
chr19	16731191	0.99
chr19	16794461	0.97
chr19	16797887	1.0
chr19	16812744	0.31
chr19	16903701	1.0
chr19	17183870	0.11
chr19	17206786	0.24
chr19	17226993	0.64
chr19	17256721	0.98
chr19	17258386	0.57
chr19	17267528	0.99
chr19	17281984	0.59
chr19	17366097	0.98
chr19	17455960	0.98
chr19	17486958	0.96
chr19	17500634	1.0
chr19	17527396	0.99
chr19	17624822	0.0
chr19	17627941	1.0
chr19	17632781	0.97
chr19	17674758	0.2
chr19	17754759	0.04
chr19	17834569	0.99
chr19	17935192	0.83
chr19	18008586	0.01
chr19	18012911	0.98
chr19	18061120	0.99
chr19	18086934	0.0
chr19	18349069	0.74
chr19	18431646	0.99
chr19	18742909	0.97
chr19	18777169	0.99
chr19	18788408	1.0
chr19	18922514	0.0
chr19	18994488	0.0
chr19	19034129	0.29
chr19	19180684	0.94
chr19	19180685	0.97
chr19	19200816	0.04
chr19	19200817	0.04
chr19	19248699	0.97
chr19	19386139	0.01
chr19	19570834	0.97
chr19	19636798	0.98
chr19	19637030	0.99
chr19	19807070	0.98
chr19	20186084	1.0
chr19	20196963	0.99
chr19	20934948	0.96
chr19	21375365	0.97
chr19	21378628	0.41
chr19	21405757	0.68
chr19	21529083	0.7
chr19	21727990	0.99
chr19	22073468	0.96
chr19	22073566	0.92
chr19	22181587	0.97
chr19	22392982	0.85
chr19	22402885	0.99
chr19	22422194	0.97
chr19	22634475	0.99
chr19	22634474	0.99
chr19	22634476	0.99
chr19	22663799	0.91
chr19	23117177	0.98
chr19	23242711	0.29
chr19	23755553	0.94
chr19	23923431	0.02
chr19	23923432	0.02
chr19	24107214	0.05
chr19	29615243	0.99
chr19	29812154	0.68
chr19	29813039	1.0
chr19	30005453	0.98
chr19	32356734	0.96
chr19	32464727	0.82
chr19	32582233	0.99
chr19	32643571	0.73
chr19	32868560	0.59
chr19	32882014	0.99
chr19	32939855	0.9
chr19	32966358	0.81
chr19	33026502	1.0
chr19	33106694	0.59
chr19	33478091	0.99
chr19	33771451	0.97
chr19	33798767	0.49
chr19	33800425	0.9
chr19	34195217	0.51
chr19	34226407	0.86
chr19	34365258	0.24
chr19	34396659	0.0
chr19	34682776	0.98
chr19	34739622	0.97
chr19	35014388	0.99
chr19	35116359	1.0
chr19	35262694	0.94
chr19	35284937	0.97
chr19	35312326	0.85
chr19	35448381	0.1
chr19	35542411	0.0
chr19	35546944	0.95
chr19	35618400	0.91
chr19	35618401	0.91
chr19	35673231	0.93
chr19	35673307	0.97
chr19	35745347	0.92
chr19	35745872	0.6
chr19	35749011	0.03
chr19	35756810	1.0
chr19	35777909	0.99
chr19	35803080	0.88
chr19	35807122	0.99
chr19	35831052	0.93
chr19	35860403	1.0
chr19	35899706	0.78
chr19	35903417	0.77
chr19	36006945	1.0
chr19	36013590	0.05
chr19	36035593	0.98
chr19	36054134	0.87
chr19	36091312	1.0
chr19	36092813	0.83
chr19	36103075	0.99
chr19	36115929	0.14
chr19	36151036	0.93
chr19	36151667	0.87
chr19	36152392	0.96
chr19	36228820	0.93
chr19	36405676	0.91
chr19	36519199	0.32
chr19	36643863	0.93
chr19	36689395	0.89
chr19	36712868	0.99
chr19	36837671	0.35
chr19	36915129	0.93
chr19	37189659	0.76
chr19	37594739	0.01
chr19	37691620	0.95
chr19	37719014	0.96
chr19	38326592	0.99
chr19	38404906	0.83
chr19	38406908	0.99
chr19	38523914	0.4
chr19	38534821	0.95
chr19	38570605	1.0
chr19	38586090	0.99
chr19	38605567	0.8
chr19	38731025	0.0
chr19	38879433	0.98
chr19	38909327	0.77
chr19	38950338	0.99
chr19	39168300	0.89
chr19	39200344	0.84
chr19	39243908	1.0
chr19	39247233	0.82
chr19	39247707	0.63
chr19	39248428	0.99
chr19	39248514	0.0
chr19	39248515	0.0
chr19	39268860	0.96
chr19	39389091	0.78
chr19	39420997	0.94
chr19	39435846	0.58
chr19	39503058	0.63
chr19	39660394	0.99
chr19	39737937	0.99
chr19	40048798	1.0
chr19	40223305	0.99
chr19	40348725	0.85
chr19	40365717	0.26
chr19	40583599	0.99
chr19	40583600	0.98
chr19	40589080	0.98
chr19	40682726	0.37
chr19	40692950	1.0
chr19	40702599	1.0
chr19	40715051	0.48
chr19	40777396	0.85
chr19	41004165	0.81
chr19	41253709	1.0
chr19	41319572	0.99
chr19	41376855	0.56
chr19	41422372	0.98
chr19	41585872	0.99
chr19	41586462	0.95
chr19	41619397	0.97
chr19	41626899	0.99
chr19	41688101	0.99
chr19	41756960	0.98
chr19	41958950	0.98
chr19	41975799	0.91
chr19	42076287	0.88
chr19	42287450	0.99
chr19	42333769	0.99
chr19	42356194	0.99
chr19	42356983	0.18
chr19	42410844	0.98
chr19	42426266	0.99
chr19	42722092	0.77
chr19	42754588	0.9
chr19	42758000	0.64
chr19	42758001	0.64
chr19	42758281	0.48
chr19	42871766	0.52
chr19	42910579	0.73
chr19	42917727	0.98
chr19	42926437	0.68
chr19	42926717	0.75
chr19	42929441	0.81
chr19	42935403	0.95
chr19	42935771	0.88
chr19	43066515	0.62
chr19	43075353	0.83
chr19	43080880	0.85
chr19	43258855	0.91
chr19	43261859	0.95
chr19	43268150	0.96
chr19	43269366	0.41
chr19	43401563	0.92
chr19	43418007	0.95
chr19	43461849	0.99
chr19	43502285	0.99
chr19	43533903	0.67
chr19	43545817	0.99
chr19	43581562	0.0
chr19	43737684	0.93
chr19	43769830	0.42
chr19	43833504	0.14
chr19	43991841	0.99
chr19	44026024	0.88
chr19	44081013	0.99
chr19	44118480	0.99
chr19	44165143	0.95
chr19	44165248	0.29
chr19	44165808	0.99
chr19	44259939	0.85
chr19	44267145	0.28
chr19	44299605	1.0
chr19	44627574	0.9
chr19	44680336	0.99
chr19	44682622	0.73
chr19	45040183	0.99
chr19	45138612	1.0
chr19	45153776	0.83
chr19	45280735	0.3
chr19	45308408	1.0
chr19	45349427	1.0
chr19	45357268	0.41
chr19	45423780	0.72
chr19	45602094	0.98
chr19	45672956	0.97
chr19	45678087	1.0
chr19	45723472	0.34
chr19	45777326	0.5
chr19	45780383	0.49
chr19	46120359	0.63
chr19	46148298	0.24
chr19	46602092	0.04
chr19	46691809	0.02
chr19	47407568	0.41
chr19	47695363	
chr19	47695364	0.97
chr19	47750177	1.0
chr19	47781389	0.99
chr19	47976709	0.95
chr19	48014309	0.96
chr19	48221729	1.0
chr19	48271285	0.66
chr19	48271450	0.97
chr19	48274550	0.02
chr19	48461668	0.54
chr19	48511614	0.93
chr19	48511615	0.28
chr19	48620554	0.98
chr19	48715261	0.98
chr19	48752489	0.95
chr19	48810983	0.97
chr19	48835844	0.98
chr19	48835843	0.98
chr19	48853681	1.0
chr19	48894997	0.98
chr19	49010487	0.99
chr19	49023955	0.88
chr19	49036524	0.87
chr19	49055359	0.95
chr19	49085637	0.17
chr19	49149720	0.01
chr19	49172109	0.8
chr19	49211014	1.0
chr19	49211492	0.98
chr19	49390927	0.99
chr19	49395834	0.84
chr19	49428121	0.91
chr19	49433870	0.02
chr19	49513386	0.3
chr19	49590370	0.99
chr19	49665630	0.0
chr19	49809162	0.9
chr19	49813132	0.87
chr19	49830510	1.0
chr19	49851210	0.5
chr19	49862369	0.93
chr19	49877236	0.1
chr19	49890969	0.99
chr19	49929007	0.0
chr19	49958282	0.98
chr19	49960123	0.99
chr19	49960422	0.95
chr19	50009235	0.98
chr19	50159229	0.44
chr19	50320222	0.81
chr19	50360940	0.66
chr19	50376578	0.67
chr19	50437522	0.98
chr19	50458755	0.85
chr19	50459109	1.0
chr19	50459110	1.0
chr19	50506574	1.0
chr19	50723904	0.86
chr19	50794966	0.89
chr19	50819350	0.91
chr19	50858317	0.73
chr19	50909250	0.95
chr19	50967168	0.91
chr19	50968592	0.07
chr19	50979926	0.99
chr19	51015416	0.99
chr19	51019143	0.91
chr19	51019818	0.98
chr19	51024632	0.84
chr19	51031874	0.99
chr19	51077994	0.0
chr19	51079448	0.99
chr19	51082573	0.87
chr19	51082721	0.84
chr19	51235678	0.58
chr19	51265366	0.7
chr19	51367454	0.09
chr19	51367456	0.09
chr19	51380641	0.99
chr19	51415110	0.7
chr19	51481391	0.98
chr19	51481666	0.61
chr19	51573149	0.56
chr19	51630218	0.03
chr19	51630297	0.88
chr19	51646642	0.05
chr19	51646721	0.98
chr19	51723923	0.99
chr19	51968675	0.03
chr19	52001909	1.0
chr19	52124050	1.0
chr19	52168056	0.99
chr19	52168057	0.99
chr19	52283414	0.97
chr19	52401683	0.71
chr19	52401684	0.71
chr19	52456738	0.64
chr19	52616716	0.53
chr19	52616816	0.16
chr19	52619063	0.99
chr19	52635064	0.99
chr19	52729830	0.0
chr19	52805264	0.76
chr19	52845297	0.67
chr19	52917405	0.14
chr19	53091412	0.79
chr19	53122617	0.44
chr19	53149240	0.8
chr19	53240546	0.4
chr19	53251535	0.98
chr19	53345633	0.99
chr19	53372213	0.99
chr19	53372340	0.55
chr19	53398031	0.99
chr19	53555843	0.95
chr19	53569386	0.99
chr19	53632135	0.99
chr19	53998237	1.0
chr19	54063743	0.96
chr19	54106809	0.85
chr19	54115038	0.06
chr19	54131305	0.99
chr19	54337145	0.97
chr19	54337399	1.0
chr19	54435826	0.98
chr19	54503698	0.62
chr19	54594440	0.97
chr19	54595936	0.99
chr19	54666750	0.95
chr19	54667795	0.98
chr19	54752215	0.99
chr19	54819711	0.87
chr19	54829927	0.98
chr19	54847900	0.96
chr19	54848453	0.01
chr19	54851256	0.77
chr19	54888296	0.93
chr19	54966468	0.54
chr19	54981615	0.94
chr19	54990020	0.99
chr19	55103404	1.0
chr19	55148095	0.62
chr19	55161826	0.81
chr19	55166064	0.57
chr19	55166328	0.95
chr19	55186463	0.82
chr19	55308729	0.0
chr19	55368209	1.0
chr19	55461511	0.98
chr19	55862161	0.99
chr19	55870998	0.99
chr19	55970697	0.68
chr19	55999788	0.66
chr19	56183213	0.99
chr19	56190576	0.9
chr19	56192668	0.99
chr19	56222327	0.99
chr19	56225175	0.08
chr19	56304791	0.01
chr19	56390374	0.98
chr19	56449658	0.34
chr19	56643212	0.99
chr19	57155266	0.98
chr19	57231121	0.07
chr19	57435669	0.53
chr19	57487984	1.0
chr19	57490129	0.15
chr19	57490130	0.15
chr19	57492212	0.77
chr19	57543650	0.5
chr19	57546456	0.82
chr19	57682123	0.37
chr19	57747093	0.42
chr19	57774816	0.1
chr19	58230393	0.68
chr19	58246428	1.0
chr19	58353291	0.96
chr19	58415817	0.48
chr1	946288	0.06
chr1	948234	1.0
chr1	951240	1.0
chr1	976498	0.76
chr1	1043733	1.0
chr1	1179187	0.89
chr1	1184092	1.0
chr1	1204488	0.16
chr1	1206383	1.0
chr1	1223827	1.0
chr1	1244106	0.9
chr1	1299358	0.97
chr1	1310633	0.97
chr1	1310689	0.99
chr1	1312224	1.0
chr1	1313922	0.97
chr1	1321906	0.16
chr1	1353334	0.22
chr1	1353631	0.61
chr1	1398673	0.05
chr1	1420051	0.99
chr1	1455458	0.99
chr1	1459159	1.0
chr1	1485780	0.99
chr1	1485781	0.99
chr1	1542168	1.0
chr1	1658912	0.0
chr1	1658913	0.0
chr1	1745723	0.97
chr1	1759903	0.0
chr1	1761890	0.09
chr1	1918252	0.99
chr1	1922389	0.96
chr1	1956618	0.89
chr1	2194687	0.95
chr1	2306251	0.99
chr1	2357600	0.2
chr1	2391457	0.82
chr1	2489206	1.0
chr1	2491336	0.99
chr1	2497610	0.99
chr1	2644479	0.99
chr1	3496987	0.98
chr1	3498370	0.93
chr1	3500632	0.86
chr1	3611137	0.99
chr1	3836494	0.97
chr1	3844985	0.99
chr1	3900171	0.99
chr1	5867116	0.96
chr1	5874469	0.98
chr1	5875102	1.0
chr1	6209026	0.46
chr1	6211119	0.98
chr1	6255016	0.72
chr1	6419606	0.99
chr1	6419774	0.99
chr1	6445936	0.98
chr1	6474166	0.97
chr1	6475460	0.98
chr1	6485834	0.85
chr1	6555565	0.92
chr1	6575393	0.98
chr1	6644676	0.18
chr1	6654040	0.97
chr1	7669856	0.16
chr1	7847884	0.16
chr1	7920925	0.1
chr1	7961736	0.94
chr1	7961737	0.94
chr1	8015693	0.99
chr1	8335615	0.47
chr1	8792589	0.98
chr1	8870824	0.26
chr1	9019207	0.89
chr1	9019335	0.86
chr1	9607556	0.91
chr1	9744006	0.99
chr1	9943026	0.04
chr1	10210879	0.99
chr1	10949622	0.83
chr1	10976257	0.46
chr1	11042873	1.0
chr1	11525314	0.96
chr1	11675175	1.0
chr1	11711849	0.99
chr1	11719582	0.64
chr1	11769129	0.61
chr1	11788379	0.97
chr1	11858213	0.99
chr1	12030026	0.97
chr1	12651121	0.98
chr1	12665960	0.99
chr1	12777010	1.0
chr1	12858983	0.0
chr1	12883411	0.56
chr1	12919851	0.0
chr1	12939237	0.96
chr1	12942231	0.99
chr1	13410546	0.0
chr1	13416350	0.08
chr1	15308737	0.99
chr1	15313055	0.73
chr1	15316468	0.78
chr1	15341735	0.99
chr1	15467539	1.0
chr1	15486047	0.99
chr1	15573726	0.98
chr1	15583397	0.99
chr1	15728667	0.99
chr1	15732049	1.0
chr1	15732050	1.0
chr1	15758849	0.82
chr1	15777169	0.97
chr1	15946317	0.25
chr1	16005918	0.89
chr1	16022064	0.83
chr1	16027436	0.99
chr1	16029802	0.99
chr1	16044594	1.0
chr1	16046534	0.51
chr1	16199255	0.73
chr1	16205085	0.81
chr1	16232508	0.18
chr1	16567978	1.0
chr1	16574694	0.9
chr1	16575230	1.0
chr1	16576266	0.92
chr1	16577316	1.0
chr1	16585699	1.0
chr1	16585700	1.0
chr1	16587724	1.0
chr1	16608507	0.98
chr1	16936875	0.28
chr1	17229052	1.0
chr1	17280797	1.0
chr1	17336228	0.99
chr1	17339814	0.99
chr1	17358836	0.98
chr1	17359410	0.96
chr1	17422201	0.95
chr1	17621863	1.0
chr1	18883278	0.99
chr1	18885471	1.0
chr1	18890693	0.07
chr1	19230965	1.0
chr1	19238859	0.11
chr1	19239228	1.0
chr1	19268702	1.0
chr1	19746601	0.99
chr1	19787025	0.98
chr1	19920451	0.95
chr1	19978912	0.63
chr1	20119457	0.99
chr1	20139544	1.0
chr1	20143445	0.99
chr1	20144691	0.99
chr1	20342610	0.96
chr1	20664763	0.97
chr1	20682886	0.99
chr1	20690337	0.01
chr1	20704900	0.64
chr1	20853678	0.46
chr1	20892617	0.9
chr1	21479401	0.99
chr1	21833926	0.06
chr1	21852918	0.99
chr1	21878492	1.0
chr1	21978455	0.99
chr1	21984333	0.93
chr1	22513132	0.0
chr1	22711045	0.0
chr1	22905986	0.99
chr1	23015771	0.93
chr1	23418010	0.99
chr1	23419075	0.96
chr1	23558416	0.97
chr1	23558417	0.03
chr1	23558922	1.0
chr1	23863133	0.99
chr1	24061084	0.99
chr1	24108655	1.0
chr1	24319748	0.66
chr1	24379652	0.97
chr1	24384005	0.82
chr1	24401317	0.98
chr1	24416300	0.14
chr1	24444185	0.25
chr1	24454052	0.02
chr1	24503118	0.92
chr1	24600939	1.0
chr1	24927572	0.99
chr1	25976775	0.87
chr1	26031265	0.94
chr1	26035006	0.97
chr1	26164457	0.12
chr1	26183831	1.0
chr1	26188770	1.0
chr1	26280934	0.99
chr1	26282938	0.98
chr1	26303041	0.35
chr1	27103314	0.02
chr1	27351455	0.98
chr1	27362252	0.99
chr1	27364087	0.96
chr1	27373135	0.73
chr1	27373964	1.0
chr1	27625153	0.35
chr1	27817924	0.99
chr1	27817925	0.99
chr1	27935245	0.94
chr1	27955683	0.99
chr1	27955866	0.87
chr1	28172529	0.38
chr1	28229024	1.0
chr1	28272795	0.45
chr1	28334416	0.99
chr1	28553738	0.94
chr1	28668841	0.99
chr1	29279455	0.99
chr1	31297214	0.81
chr1	31426653	0.97
chr1	31689049	0.98
chr1	31692766	1.0
chr1	31801663	0.8
chr1	31815374	0.35
chr1	32212069	0.76
chr1	32212794	0.54
chr1	32217352	0.96
chr1	32275674	0.99
chr1	32316663	1.0
chr1	32330767	1.0
chr1	32681861	0.0
chr1	32825311	0.75
chr1	32826096	0.98
chr1	32898125	1.0
chr1	33081599	0.21
chr1	33101831	0.03
chr1	33567592	0.99
chr1	34755197	0.09
chr1	34757289	1.0
chr1	35079220	0.45
chr1	35743140	0.93
chr1	35826836	0.99
chr1	36087583	1.0
chr1	36176844	0.03
chr1	36306906	0.99
chr1	36307516	0.97
chr1	36308210	0.63
chr1	36450257	0.99
chr1	36456379	1.0
chr1	37538013	1.0
chr1	37552748	0.96
chr1	37723168	0.99
chr1	37754371	0.85
chr1	37880195	1.0
chr1	37890615	0.15
chr1	37942266	0.05
chr1	38918966	0.74
chr1	39775039	0.94
chr1	39847547	0.94
chr1	40251282	0.91
chr1	40457073	0.99
chr1	40481762	1.0
chr1	42323828	0.53
chr1	42482818	0.79
chr1	42558138	0.04
chr1	42757782	1.0
chr1	42817254	0.96
chr1	43148086	0.81
chr1	43219380	0.99
chr1	43301130	0.95
chr1	43313133	0.99
chr1	43313134	0.99
chr1	43431525	0.93
chr1	43451718	0.01
chr1	43451797	0.0
chr1	44700922	0.99
chr1	44813270	1.0
chr1	45012286	0.92
chr1	45331180	0.08
chr1	45332088	0.95
chr1	45346692	0.99
chr1	45495417	0.98
chr1	45508210	0.98
chr1	45727629	0.92
chr1	45804074	0.99
chr1	46031587	0.97
chr1	46185117	0.92
chr1	46192097	0.99
chr1	46192516	1.0
chr1	46310317	1.0
chr1	46341867	0.65
chr1	46360829	0.99
chr1	46410498	0.8
chr1	46510459	0.12
chr1	46610001	1.0
chr1	46810950	1.0
chr1	46818629	0.92
chr1	46932982	0.83
chr1	47038658	1.0
chr1	47067668	0.99
chr1	47106127	0.98
chr1	47143394	1.0
chr1	47143917	0.78
chr1	47144549	0.97
chr1	47229194	0.99
chr1	47230909	0.67
chr1	47310364	1.0
chr1	48228955	0.66
chr1	48653453	1.0
chr1	48773137	0.52
chr1	51714080	0.99
chr1	51752727	0.07
chr1	51837622	0.21
chr1	52359703	0.99
chr1	53220260	0.99
chr1	53220568	0.83
chr1	53871370	0.93
chr1	53951985	0.99
chr1	53952474	0.93
chr1	54010411	0.97
chr1	54053760	0.94
chr1	54088595	1.0
chr1	54611605	0.09
chr1	54679440	0.77
chr1	54701323	0.96
chr1	54787710	0.99
chr1	54875213	0.99
chr1	55052648	0.99
chr1	56742159	0.98
chr1	56758714	0.18
chr1	56917563	0.97
chr1	56949753	0.99
chr1	56959658	0.19
chr1	56963995	0.07
chr1	58533952	0.98
chr1	58665498	0.99
chr1	59457077	0.89
chr1	59638377	0.78
chr1	59847044	1.0
chr1	59997818	0.97
chr1	60055439	0.98
chr1	62108521	0.96
chr1	62268286	0.99
chr1	62601883	0.01
chr1	63533452	0.99
chr1	63534218	0.99
chr1	63555516	0.73
chr1	63571129	0.78
chr1	63623761	0.08
chr1	65218928	0.84
chr1	65572325	0.3
chr1	66776404	0.99
chr1	66840673	1.0
chr1	67206909	0.0
chr1	67320330	0.89
chr1	67833341	0.99
chr1	68159248	1.0
chr1	70173512	0.99
chr1	70205782	0.99
chr1	70336101	0.0
chr1	70435123	0.99
chr1	70435178	1.0
chr1	74074660	0.94
chr1	74183435	0.98
chr1	74201412	0.99
chr1	74343074	0.99
chr1	74353978	0.97
chr1	74367254	0.99
chr1	74492096	0.91
chr1	74599693	0.03
chr1	74636440	0.89
chr1	74641460	0.99
chr1	74707102	0.99
chr1	74710249	1.0
chr1	74719208	0.99
chr1	74719373	0.97
chr1	75541434	0.86
chr1	75797231	0.12
chr1	75931890	0.87
chr1	77521826	1.0
chr1	77722198	0.16
chr1	77866336	1.0
chr1	78620973	0.42
chr1	78628394	0.48
chr1	78637205	0.75
chr1	78655360	0.94
chr1	78659311	0.92
chr1	81414170	0.78
chr1	81802737	0.63
chr1	83921162	0.99
chr1	84298569	0.99
chr1	84408519	0.99
chr1	84410836	0.96
chr1	84671176	0.3
chr1	84680389	0.38
chr1	84931570	0.86
chr1	84937878	0.94
chr1	85108031	0.88
chr1	85178145	0.99
chr1	85190056	1.0
chr1	85677234	0.98
chr1	85706248	1.0
chr1	85970272	0.04
chr1	86368723	0.3
chr1	86387080	0.17
chr1	86574539	0.97
chr1	89009495	0.98
chr1	89013184	0.99
chr1	89057991	1.0
chr1	89114015	0.95
chr1	89116991	0.95
chr1	89150576	0.67
chr1	89150577	0.67
chr1	89164860	0.98
chr1	89190036	0.98
chr1	89190037	0.98
chr1	89269364	1.0
chr1	89559037	0.06
chr1	91274729	0.82
chr1	91319211	0.02
chr1	91976265	1.0
chr1	92129686	0.98
chr1	92262862	0.3
chr1	92380874	0.94
chr1	92663419	0.86
chr1	92703922	0.17
chr1	93160128	1.0
chr1	93183976	0.94
chr1	93876266	1.0
chr1	93889161	0.01
chr1	93901583	0.98
chr1	94030427	0.63
chr1	94041403	0.93
chr1	94103143	
chr1	94103144	
chr1	94820948	0.56
chr1	94828491	0.84
chr1	94864741	0.98
chr1	94891268	1.0
chr1	94894816	0.76
chr1	96749687	0.01
chr1	97450058	0.99
chr1	98662695	0.54
chr1	99850973	0.99
chr1	99851033	0.24
chr1	99852560	0.25
chr1	99880047	0.98
chr1	99884704	0.98
chr1	99910849	0.85
chr1	100267498	0.25
chr1	100888830	0.55
chr1	101025682	0.81
chr1	101236992	0.46
chr1	103025798	0.26
chr1	103078872	1.0
chr1	103541477	0.99
chr1	103565596	0.45
chr1	103573062	0.99
chr1	103575541	0.99
chr1	103577488	0.94
chr1	103619785	0.98
chr1	107140201	0.88
chr1	108161294	0.99
chr1	108185956	0.99
chr1	108228919	0.97
chr1	108450465	0.99
chr1	108628263	0.97
chr1	108660962	0.96
chr1	108712998	0.95
chr1	108823369	0.86
chr1	108944059	0.03
chr1	109106100	0.05
chr1	109172014	0.98
chr1	109189065	0.98
chr1	109280158	1.0
chr1	109281252	1.0
chr1	109282576	0.98
chr1	109282738	0.49
chr1	109574038	0.14
chr1	109657672	1.0
chr1	109657770	0.98
chr1	109668990	0.96
chr1	109715043	0.99
chr1	109740512	0.0
chr1	109985544	0.87
chr1	110004442	0.07
chr1	110061565	0.05
chr1	110232848	0.04
chr1	111122644	0.37
chr1	111139586	0.17
chr1	111159528	0.97
chr1	111241325	1.0
chr1	111314597	0.95
chr1	111318492	1.0
chr1	111319119	0.98
chr1	112712458	0.99
chr1	113092142	0.0
chr1	113829948	0.91
chr1	113834308	0.44
chr1	114581496	0.99
chr1	114673638	0.98
chr1	114673908	0.94
chr1	114686744	0.88
chr1	114779286	1.0
chr1	114780435	0.79
chr1	114947244	1.0
chr1	114981513	0.97
chr1	115717839	0.98
chr1	116124358	0.99
chr1	117939475	1.0
chr1	117954578	0.98
chr1	117983915	1.0
chr1	118028273	0.9
chr1	118031869	0.99
chr1	118097852	0.97
chr1	119392269	0.91
chr1	119764171	0.97
chr1	119768740	1.0
chr1	119811408	0.99
chr1	147201506	0.94
chr1	147209052	0.58
chr1	147212392	0.99
chr1	147213307	0.76
chr1	147215753	0.98
chr1	147225067	0.61
chr1	147280193	0.42
chr1	147293723	0.99
chr1	147943545	0.98
chr1	147969960	0.9
chr1	149783191	0.65
chr1	149929917	0.78
chr1	149931943	0.82
chr1	149934984	0.99
chr1	149936231	0.31
chr1	150267790	0.13
chr1	150282619	0.99
chr1	150491664	0.96
chr1	150558472	0.95
chr1	150806017	0.2
chr1	150806225	0.52
chr1	150968082	0.99
chr1	150994576	0.99
chr1	151001830	0.23
chr1	151018671	0.99
chr1	151028785	0.99
chr1	151070935	0.96
chr1	151088518	0.62
chr1	151170665	0.99
chr1	151324919	0.58
chr1	151344726	0.88
chr1	151428043	0.13
chr1	151524359	1.0
chr1	151692434	0.99
chr1	151693484	0.3
chr1	151728895	0.94
chr1	151761553	0.98
chr1	151763566	0.44
chr1	151771987	0.95
chr1	151802718	0.36
chr1	152036911	0.2
chr1	152223279	1.0
chr1	152686157	0.98
chr1	152843013	0.79
chr1	153150133	0.97
chr1	153150851	0.91
chr1	153343209	0.85
chr1	153348527	0.78
chr1	153540053	0.99
chr1	153544653	1.0
chr1	153563538	0.34
chr1	153563733	0.99
chr1	153608173	1.0
chr1	153628119	0.93
chr1	153631009	0.0
chr1	153631112	0.03
chr1	153632033	0.01
chr1	153779341	0.98
chr1	153962528	0.98
chr1	153993013	0.88
chr1	154117724	0.99
chr1	154205639	0.68
chr1	154275261	0.99
chr1	154551981	0.15
chr1	154606005	0.09
chr1	154968203	0.99
chr1	155014013	0.49
chr1	155031573	0.69
chr1	155034651	0.75
chr1	155042857	0.99
chr1	155055788	0.9
chr1	155086126	1.0
chr1	155086127	1.0
chr1	155190203	0.0
chr1	155192311	0.97
chr1	155239615	0.97
chr1	155240629	0.55
chr1	155241162	0.0
chr1	155251732	0.99
chr1	155301295	0.97
chr1	155324588	0.19
chr1	155717129	1.0
chr1	156020887	1.0
chr1	156199833	0.92
chr1	156245989	0.78
chr1	156263572	0.0
chr1	156266381	0.97
chr1	156281792	0.48
chr1	156294363	1.0
chr1	156338606	0.38
chr1	156346767	0.84
chr1	156537180	0.97
chr1	156551973	0.99
chr1	156586046	0.84
chr1	156620016	0.33
chr1	156659025	0.33
chr1	156732280	0.65
chr1	156732474	0.98
chr1	156741011	0.7
chr1	156868648	0.75
chr1	156930526	0.99
chr1	156930528	0.99
chr1	156958741	0.98
chr1	157097867	0.98
chr1	157519742	0.96
chr1	157539085	0.94
chr1	157539366	0.01
chr1	157544829	0.71
chr1	157683246	0.97
chr1	157699713	0.91
chr1	157797099	0.54
chr1	157798160	0.99
chr1	157801578	0.3
