MIM Number	Approved Gene Symbol	Phenotypes
604862	CD207	[?Birbeck granule deficiency], 613393 (3)
604295	VAX2	
192132	ATP6V1B1	Distal renal tubular acidosis 2 with progressive sensorineural hearing loss, 267300 (3), Autosomal recessive
617009	ANKRD53	
618562	TEX261	
606828	NAGK	
608419	MCEE	Methylmalonyl-CoA epimerase deficiency, 251120 (3), Autosomal recessive
605503	MPHOSPH10	
611018	PAIP2B	
614349	ZNF638	
603009	DYSF	Muscular dystrophy, limb-girdle, autosomal recessive 2, 253601 (3), Autosomal recessive; Miyoshi muscular dystrophy 1, 254130 (3), Autosomal recessive; Myopathy, distal, with anterior tibial onset, 606768 (3), Autosomal recessive
605207	CYP26B1	Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies, 614416 (3)
607880	EXOC6B	Spondyloepimetaphyseal dysplasia with joint laxity, type 3, 618395 (3), Autosomal recessive
182125	SPR	Dystonia, dopa-responsive, due to sepiapterin reductase deficiency, 612716 (3), ?Autosomal dominant, Autosomal recessive
600034	EMX1	
615572	SFXN5	
605536	RAB11FIP5	
620695	NOTO	
619114	SMYD5	
619674	PRADC1	
605140	CCT7	
609108	FBXO41	
128992	EGR4	
606844	ALMS1	Alstrom syndrome, 203800 (3), Autosomal recessive
606716	NAT8	
608190	NAT8B	
608680	TPRKB	Galloway-Mowat syndrome 5, 617731 (3), Autosomal recessive
603092	DUSP11	
606247	STAMBP	Microcephaly-capillary malformation syndrome, 614261 (3), Autosomal recessive
102545	ACTG2	Megacystis-microcolon-intestinal hypoperistalsis syndrome 5, 619431 (3), Autosomal dominant; Visceral myopathy 1, 155310 (3), Autosomal dominant
601465	DGUOK	Portal hypertension, noncirrhotic, 1, 617068 (3), Autosomal recessive; Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal recessive 4, 617070 (3), Autosomal recessive; Mitochondrial DNA depletion syndrome 3 (hepatocerebral type), 251880 (3), Autosomal recessive
613555	TET3	Beck-Fahrner syndrome, 618798 (3), Autosomal dominant, Autosomal recessive
613183	BOLA3	Multiple mitochondrial dysfunctions syndrome 2 with hyperglycinemia, 614299 (3), Autosomal recessive
609281	MOB1A	
604887	MTHFD2	
606757	SLC4A5	
601143	DCTN1	Perry syndrome, 168605 (3), Autosomal dominant; {Amyotrophic lateral sclerosis, susceptibility to}, 105400 (3), Autosomal dominant, Autosomal recessive; Neuronopathy, distal hereditary motor, autosomal dominant 14, 607641 (3), Autosomal dominant
620826	WDR54	
602288	RTKN	
616456	INO80B	
606961	WBP1	
601336	MOGS	Congenital disorder of glycosylation, type IIb, 606056 (3), Autosomal recessive
611857	MRPL53	
607164	LBX2	
610231	PCGF1	
604240	TLX2	
620580	DQX1	
602434	AUP1	
606441	HTRA2	{Parkinson disease 13}, 610297 (3); 3-methylglutaconic aciduria, type VIII, 617248 (3), Autosomal recessive
607163	LOXL3	Myopia 28, autosomal recessive, 619781 (3), Autosomal recessive
602919	DOK1	
619098	M1AP	Spermatogenic failure 48, 619108 (3), Autosomal recessive
603706	SEMA4F	
607304		Cataract 27, nuclear progressive, 607304 (2)
613564		Chromosome 2p12-p11.2 deletion syndrome, 613564 (4), Isolated cases
608394		Deafness, autosomal dominant 43, 608394 (2), Autosomal dominant
139900		[Handedness], 139900 (2), Autosomal dominant
146970		
146980		
601125	HK2	
607269	POLE4	
162323	TACR1	
618990	EVA1A	
611832	MRPL19	
189901	GCFC2	
610870	LRRTM4	
609933	REG3G	
167771	REG1B	
167770	REG1A	
167805	REG3A	
114025	CTNNA2	Cortical dysplasia, complex, with other brain malformations 9, 618174 (3), Autosomal recessive
610867	LRRTM1	
611224	SUCLG1	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria), 245400 (3), Autosomal recessive
603336	DNAH6	
614912	TRABD2A	
188399	TMSB10	
614719	KCMF1	
604652	TCF7L1	
603062	TGOLN2	
617597	RETSAT	
615427	ELMOD3	?Deafness, autosomal recessive 88, 615429 (3), Autosomal recessive; ?Deafness, autosomal dominant 81, 619500 (3), Autosomal dominant
153615	CAPG	
616350	PARTICL	
601468	MAT2A	
137167	GGCX	Vitamin K-dependent clotting factors, combined deficiency of, 1, 277450 (3), Autosomal recessive; Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency, 610842 (3)
603177	VAMP8	
607029	VAMP5	
612490	RNF181	
616757	TMEM150A	
611594	USP39	
618519	C2orf68	
178640	SFTPB	Surfactant metabolism dysfunction, pulmonary, 1, 265120 (3), Autosomal recessive
188855	GNLY	
619820	ATOH8	
604402	ST3GAL5	Salt and pepper developmental regression syndrome, 609056 (3), Autosomal recessive
616404	POLR1A	Leukodystrophy, hypomyelinating, 27, 620675 (3), Autosomal recessive; Acrofacial dysostosis, Cincinnati type, 616462 (3), Autosomal dominant
614918	PTCD3	Combined oxidative phosphorylation deficiency 51, 619057 (3), Autosomal recessive
620810	SNORD94	
600378	IMMT	
611841	MRPL35	
609139	REEP1	Neuronopathy, distal hereditary motor, autosomal recessive 6, 620011 (3), Autosomal recessive; Spastic paraplegia 31, autosomal dominant, 610250 (3), Autosomal dominant; ?Neuronopathy, distal hereditary motor, autosomal dominant 12, 614751 (3), Autosomal dominant
611512	KDM3A	
610052	CHMP3	
602507	RNF103	
618964	RMND5A	
186910	CD8A	Immunodeficiency 116, 608957 (3), Autosomal recessive
186730	CD8B	
612704	RGPD1	
173340	PLGLB1	
612705	RGPD2	
606846	SMYD1	
134650	FABP1	
611261	THNSL2	
612351	FOXI3	Craniofacial microsomia 2, 620444 (3), Autosomal dominant, Autosomal recessive
619676	SPMIP9	
604032	EIF2AK3	Wolcott-Rallison syndrome, 226980 (3), Autosomal recessive
180430	RPIA	Ribose 5-phosphate isomerase deficiency, 608611 (3), Autosomal recessive
146780	IGKDEL	
147200	IGKC	Kappa light chain deficiency, 614102 (3), Autosomal recessive
612006		{Celiac disease, susceptibility to, 8}, 612006 (2)
606963		Pulmonary disease, chronic obstructive, severe early-onset, 606963 (2)
606689		Glaucoma 1B, primary open angle, adult onset, 606689 (2)
611897		Nanophthalmos 3, 611897 (2)
188860	MAL	
611972	MRPS5	
194500	ZNF2	
617160	PROM2	
604662	KCNIP3	
616431	GPAT2	
104260	ADRA2B	
608860	ASTL	?Oocyte/zygote/embryo maturation arrest 11, 619643 (3), Autosomal recessive
603068	DUSP2	
616712	STARD7	Epilepsy, familial adult myoclonic, 2, 607876 (3), Autosomal dominant
613403	TMEM127	{Pheochromocytoma, susceptibility to}, 171300 (3), Autosomal dominant
604333	CIAO1	
601664	SNRNP200	Retinitis pigmentosa 33, 610359 (3), Autosomal dominant
620821	ITPRIPL1	
602332	NCAPH	?Microcephaly 23, primary, autosomal recessive, 617985 (3), Autosomal recessive
617206	NEURL3	
611583	ARID5A	
617742	KANSL3	
609552	LMAN2L	?Intellectual developmental disorder, autosomal dominant 69, 617863 (3), Autosomal dominant; ?Intellectual developmental disorder, autosomal recessive 52, 616887 (3), Autosomal recessive
607805	CNNM4	Jalili syndrome, 217080 (3), Autosomal recessive
607804	CNNM3	
610736	ANKRD23	
604462	SEMA4C	
620262	ANKRD36	
123866	COX5B	
605144	ACTR1B	
176947	ZAP70	Immunodeficiency 48, 269840 (3), Autosomal recessive; Autoimmune disease, multisystem, infantile-onset, 2, 617006 (3), Autosomal recessive
615659	TMEM131	
614884	VWA3B	?Spinocerebellar ataxia, autosomal recessive 22, 616948 (3), Autosomal recessive
600053	CNGA3	Achromatopsia 2, 216900 (3), Autosomal recessive
600916	INPP4A	
613920	COA5	?Mitochondrial complex IV, deficiency, nuclear type 9, 616500 (3), Autosomal recessive
617826	UNC50	
604623	MGAT4A	
607166	TSGA10	?Spermatogenic failure 26, 617961 (3), Autosomal recessive
610284	LIPT1	Lipoyltransferase 1 deficiency, 616299 (3), Autosomal recessive
611838	MRPL30	
616547	LYG2	
612564	TXNDC9	
606086	EIF5B	
606134	REV1	
601464	AFF3	KINSSHIP syndrome, 619297 (3), Autosomal dominant
606376	CHST10	
619337	NMS	
611678	PDCL3	
603347	NPAS2	
617415	RPL31	
620509	CNOT11	
618540	CREG2	
604666	MAP4K4	
147811	IL1R2	
147810	IL1R1	?Chronic recurrent multifocal osteomyelitis 3, 259680 (3), Autosomal dominant
147185	IGKV1OR2-108	
617071		
604512	IL1RL2	
601203	IL1RL1	
604494	IL18R1	
604509	IL18RAP	
600531	SLC9A4	
600530	SLC9A2	
620301	MFSD9	
618169	PANTR1	
602480	POU3F3	Snijders Blok-Fisher syndrome, 618604 (3), Autosomal dominant
618208	LINC01159	
611975	MRPS9	
604838	GPR45	
606237	TGFBRAP1	
602633	FHL2	
604930	NCK2	
611752	ECRG4	
609749	UXS1	
612212	PLGLA	
612706	RGPD3	
612710		
608472	ST6GAL2	
612707	RGPD4	
608761	SLC5A7	Neuronopathy, distal hereditary motor, autosomal dominant 7, 158580 (3), Autosomal dominant; Myasthenic syndrome, congenital, 20, presynaptic, 617143 (3), Autosomal recessive
617151	SULT1C3	
602385	SULT1C2	
608357	SULT1C4	
612711	GCC2	
602567	LIMS1	
257550		Oculomotor apraxia, congenital, Cogan-type, 257550 (2), Autosomal recessive
601181	RANBP2	{Encephalopathy, acute, infection-induced, 3, susceptibility to}, 608033 (3), Autosomal dominant
604095	EDAR	[Hair morphology 1, hair thickness], 612630 (3); Ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant, 129490 (3), Autosomal dominant; Ectodermal dysplasia 10B, hypohidrotic/hair/tooth type, autosomal recessive, 224900 (3), Autosomal recessive
618933	SH3RF3	
611737	SEPTIN10	
612708	RGPD5	
602022	MALL	
607100	NPHP1	Joubert syndrome 4, 609583 (3), Autosomal recessive; Nephronophthisis 1, juvenile, 256100 (3), Autosomal recessive; Senior-Loken syndrome-1, 266900 (3), Autosomal recessive
620770	MTLN	
612709	RGPD6	
602452	BUB1	Colorectal cancer with chromosomal instability, somatic, 114500 (3); Microcephaly 30, primary, autosomal recessive, 620183 (3), Autosomal recessive
603827	BCL2L11	
617144	MIR4435-2HG	
608473	ANAPC1	Rothmund-Thomson syndrome, type 1, 618625 (3), Autosomal recessive
604705	MERTK	Retinitis pigmentosa 38, 613862 (3), Autosomal recessive
617203	TMEM87B	
611551	FBLN7	
612459		[Body mass index QTL13], 612459 (2)
604288		Cardiomyopathy, dilated, 1H, 604288 (2)
619217		ENDOVE syndrome, limb-only type, 619217 (4), Autosomal recessive
165320		
164755	VIS1	
602752	RGPD8	
608291	TTL	
602000	POLR1B	Treacher-Collins syndrome 4, 618939 (3), Autosomal dominant
616978	CHCHD5	
137570	SLC20A1	
616174	CKAP2L	Filippi syndrome, 272440 (3), Autosomal recessive
147760	IL1A	
147720	IL1B	{Gastric cancer risk after H. pylori infection}, 613659 (3)
605510	IL37	?Inflammatory bowel disease (infantile ulcerative colitis) 31, 619398 (3), Autosomal recessive
605542	IL36G	
605509	IL36A	
605508	IL36B	
605507	IL36RN	Psoriasis 14, pustular, 614204 (3), Autosomal recessive
615296	IL1F10	
147679	IL1RN	Chronic recurrent multifocal osteomyelitis 2, with periostitis and pustulosis, 612852 (3), Autosomal recessive; {Gastric cancer risk after H. pylori infection}, 613659 (3); {Microvascular complications of diabetes 4}, 612628 (3); Interleukin 1 receptor antagonist deficiency, 612852 (3), Autosomal recessive
614442	PSD4	
167415	PAX8	Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, 218700 (3), Autosomal dominant
611079	ZNG1B	
611084	FOXD4L1	
605412	RABL2A	
619997	SLC35F5	
604222	ACTR3	
608209	DPP10	
606355	DDX18	
620553	CCDC93	
608660	INSIG2	
619296	THORLNC	
131290	EN1	?ENDOVE syndrome, limb-brain type, 619218 (3), Autosomal recessive
604870	MARCO	
614330	C1QL2	
609671	STEAP3	?Anemia, hypochromic microcytic, with iron overload 2, 615234 (3), Autosomal dominant
125950	DBI	
618831	TMEM37	
182098	SCTR	
618704	CFAP221	
620752	TMEM177	
176878	PTPN4	
611730	EPB41L5	
179551	RALB	
147390	INHBB	
165230	GLI2	Culler-Jones syndrome, 615849 (3), Autosomal dominant; Holoprosencephaly 9, 610829 (3), Autosomal dominant
609785	TFCP2L1	
605852	CLASP1	
601428	RNU4ATAC	Roifman syndrome, 616651 (3), Autosomal recessive; Lowry-Wood syndrome, 226960 (3), Autosomal recessive; Microcephalic osteodysplastic primordial dwarfism, type I, 210710 (3), Autosomal recessive
614588		Dystonia 21, 614588 (2), Autosomal dominant
611970	NIFK	
600575	TSN	
610519	CNTNAP5	
110750	GYPC	[Blood group, Gerbich], 616089 (3); {Malaria, resistance to}, 611162 (3)
601248	BIN1	Centronuclear myopathy 2, 255200 (3), Autosomal recessive
620605	CYP27C1	
133510	ERCC3	Trichothiodystrophy 2, photosensitive, 616390 (3), Autosomal recessive; Xeroderma pigmentosum, group B, 610651 (3), Autosomal recessive
609487	MAP3K2	
612283	PROC	Thrombophilia 3 due to protein C deficiency, autosomal dominant, 176860 (3), Autosomal dominant; Thrombophilia 3 due to protein C deficiency, autosomal recessive, 612304 (3), Autosomal recessive
606541	MYO7B	
607908	LIMS2	?Muscular dystrophy, autosomal recessive, with cardiomyopathy and triangular tongue, 616827 (3), Autosomal recessive
603071	GPR17	
618082	WDR33	
606017	POLR2D	
609697	SAP130	
605897	UGGT1	
604846	HS6ST1	{Hypogonadotropic hypogonadism 15 with or without anosmia}, 614880 (3), Autosomal dominant
612311		{Attention deficit-hyperactivity disorder, susceptibility to, 5}, 612311 (2)
608316		{Coronary heart disease, susceptibility to, 2}, 608316 (2)
606240		{Thyroid carcinoma, nonmedullary, 3}, 606240 (2), Autosomal dominant
612909	RAB6C	
610457	SMPD4	Neurodevelopmental disorder with microcephaly, arthrogryposis, and structural brain anomalies, 618622 (3), Autosomal recessive
613450	MZT2B	
619918	TUBA3E	
613734	CCDC115	Congenital disorder of glycosylation, type IIo, 616828 (3), Autosomal recessive
612981	IMP4	
606587	PTPN18	
605194	CFC1	Heterotaxy, visceral, 2, autosomal, 605376 (3), Autosomal dominant
605216	ARHGEF4	
620078	FAM168B	
618452	PLEKHB2	
608914	POTEE	
613449	MZT2A	
617878	TUBA3D	Keratoconus 9, 617928 (3), Autosomal dominant
611266	POTEKP	
602886	GPR39	
610450	LYPD1	
608789	NCKAP5	
601774	MGAT5	
618978	TMEM163	Leukodystrophy, hypomyelinating, 25, 620243 (3), Autosomal dominant
608889	ACMSD	
603862	CCNT2	
602536	RAB3GAP1	Martsolf syndrome 2, 619420 (3), Autosomal recessive; Warburg micro syndrome 1, 600118 (3), Autosomal recessive
615655	ZRANB3	
619474	R3HDM1	
611774	MIR128-1	
611216	UBXN4	
603202	LCT	Lactase deficiency, congenital, 223000 (3), Autosomal recessive
601806	MCM6	Lactase persistence/nonpersistence, 223100 (3), Autosomal dominant
603084	DARS1	Hypomyelination with brainstem and spinal cord involvement and leg spasticity, 615281 (3), Autosomal recessive
611535		{Major affective disorder 5}, 611535 (2)
162643	CXCR4	WHIM syndrome 1, 193670 (3), Autosomal dominant; Myelokathexis, isolated, 193670 (3), Autosomal dominant
605238	HNMT	Intellectual developmental disorder, autosomal recessive 51, 616739 (3), Autosomal recessive; {Asthma, susceptibility to}, 600807 (3), Autosomal dominant
604635	NXPH2	
608766	LRP1B	
605197	KYNU	?Hydroxykynureninuria, 236800 (3), Autosomal recessive; Vertebral, cardiac, renal, and limb defects syndrome 2, 617661 (3), Autosomal recessive
610578	ARHGAP15	
610165	GTDC1	
605802	ZEB2	Mowat-Wilson syndrome, 235730 (3), Autosomal dominant
102581	ACVR2A	
603964		Deafness, autosomal dominant 16, 603964 (2), Autosomal dominant
605818		Deafness, autosomal recessive 27, 605818 (2), Autosomal recessive
613863		Generalized epilepsy with febrile seizures plus, type 7, 613863 (2), Autosomal dominant
603056	ORC4	Meier-Gorlin syndrome 2, 613800 (3), Autosomal recessive
611472	MBD5	Intellectual developmental disorder, autosomal dominant 1, 156200 (3), Autosomal dominant
611000	EPC2	
604593	KIF5C	Cortical dysplasia, complex, with other brain malformations 2, 615282 (3), Autosomal dominant
613359	LYPD6	
611935	MMADHC	Methylmalonic aciduria, cblD type, variant 2, 277410 (3), Autosomal recessive; Methylmalonic aciduria and homocystinuria, cblD type, 277410 (3), Autosomal recessive; Homocystinuria, cblD type, variant 1, 277410 (3), Autosomal recessive
602924	RND3	
603525	NMI	
600410	TNFAIP6	
608952	RIF1	
161650	NEB	Nemaline myopathy 2, autosomal recessive, 256030 (3), Autosomal recessive; Arthrogryposis multiplex congenita 6, 619334 (3), Autosomal recessive
608960	ARL5A	
601949	CACNB4	{Epilepsy, juvenile myoclonic, susceptibility to, 6}, 607682 (3), Autosomal dominant; ?Episodic ataxia, type 5, 613855 (3), Autosomal dominant; {Epilepsy, idiopathic generalized, susceptibility to, 9}, 607682 (3), Autosomal dominant
606244	STAM2	
616285	FMNL2	
612941	PRPF40A	
616495	ARL6IP6	
608369	GALNT13	
612171	RPRM	
612108		[Fasting plasma glucose level QTL 1], 612108 (2)
610295		{Intelligence QTL3}, 610295 (2)
156232		Mesomelic dysplasia, Kantaputra type, 156232 (4), Autosomal dominant
612759		Synesthesia, 612759 (2)
601534	KCNJ3	
601828	NR4A2	Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism, 619911 (3), Autosomal dominant
138430	GPD2	{Type 2 diabetes mellitus, susceptibility to}, 125853 (3), Autosomal dominant
615129	GALNT5	
610072	ERMN	
604448	CYTIP	
608981	ACVR1C	
102576	ACVR1	Fibrodysplasia ossificans progressiva, 135100 (3), Autosomal dominant
617340	UPP2	
604276	PKP4	
611397	TANC1	
620802	WDSUB1	
605683	BAZ2B	
613334	MARCHF7	
612246	CD302	
604524	LY75	
604939	PLA2R1	
147558	ITGB6	Amelogenesis imperfecta, type IH, 616221 (3), Autosomal recessive
602310	RBMS1	
603893	TANK	
607173	PSMD14	
604616	TBR1	Intellectual developmental disorder with autism and speech delay, 606053 (3), Autosomal dominant
605556	SLC4A10	Neurodevelopmental disorder with hypotonia and characteristic brain abnormalities, 620746 (3), Autosomal recessive
102720	DPP4	
138030	GCG	
600403	FAP	
606951	IFIH1	Immunodeficiency 95, 619773 (3), Autosomal recessive; Aicardi-Goutieres syndrome 7, 615846 (3), Autosomal dominant; Singleton-Merten syndrome 1, 182250 (3), Autosomal dominant
607030	GCA	
608169	KCNH7	
610155		{Diabetes mellitus, insulin-dependent, 19}, 610155 (2)
605295	FIGN	
601524	GRB14	
610318	COBLL1	
616526	SLC38A11	
182391	SCN3A	Epilepsy, familial focal, with variable foci 4, 617935 (3), Autosomal dominant; Developmental and epileptic encephalopathy 62, 617938 (3), Autosomal dominant
182390	SCN2A	Seizures, benign familial infantile, 3, 607745 (3), Autosomal dominant; Developmental and epileptic encephalopathy 11, 613721 (3), Autosomal dominant; Episodic ataxia, type 9, 618924 (3), Autosomal dominant
620405	CSRNP3	
601756	GALNT3	Tumoral calcinosis, hyperphosphatemic, familial, 1, 211900 (3), Autosomal recessive
612014	TTC21B	Short-rib thoracic dysplasia 4 with or without polydactyly, 613819 (3), Autosomal recessive; Nephronophthisis 12, 613820 (3), Autosomal dominant, Autosomal recessive
182389	SCN1A	Developmental and epileptic encephalopathy 6B, non-Dravet, 619317 (3), Autosomal dominant; Migraine, familial hemiplegic, 3, 609634 (3), Autosomal dominant; Dravet syndrome, 607208 (3), Autosomal dominant; Febrile seizures, familial, 3A, 604403 (3), Autosomal dominant; Generalized epilepsy with febrile seizures plus, type 2, 604403 (3), Autosomal dominant
603415	SCN9A	Erythermalgia, primary, 133020 (3), Autosomal dominant; Insensitivity to pain, congenital, 243000 (3), Autosomal recessive; Small fiber neuropathy, 133020 (3), Autosomal dominant; Paroxysmal extreme pain disorder, 167400 (3), Autosomal dominant; Neuropathy, hereditary sensory and autonomic, type IID, 243000 (3), Autosomal recessive
182392	SCN7A	
609778	XIRP2	
603093	B3GALT1	
607648	STK39	
615336	CERS6	
607496	NOSTRIN	
609395	SPC25	
613681		Chromosome 2q31.1 duplication syndrome, 613681 (4), Autosomal dominant
600321		{Diabetes mellitus, insulin-dependent, 7}, 600321 (2)
