MIM Number,Approved Gene Symbol,Phenotypes,inheritance,recessive,dominant
601093,FOXI1,"Enlarged vestibular aqueduct, 600791 (3), Autosomal recessive",Autosomal recessive,1,0
601603,LCP2,"Immunodeficiency 81, 619374 (3), Autosomal recessive",Autosomal recessive,1,0
603951,KCNMB1,"{Hypertension, diastolic, resistance to}, 608622 (3), Autosomal dominant",Autosomal dominant,0,1
605651,FBXW11,"Neurodevelopmental, jaw, eye, and digital syndrome, 618914 (3), Autosomal dominant",Autosomal dominant,0,1
613293,SH3PXD2B,"Frank-ter Haar syndrome, 249420 (3), Autosomal recessive",Autosomal recessive,1,0
617946,ERGIC1,"?Arthrogryposis multiplex congenita 2, neurogenic type, 208100 (3), Autosomal recessive",Autosomal recessive,1,0
600584,NKX2-5,"Hypoplastic left heart syndrome 2, 614435 (3), Autosomal dominant; Tetralogy of Fallot, 187500 (3), Autosomal dominant; Hypothyroidism, congenital nongoitrous, 5, 225250 (3), Autosomal dominant; Conotruncal heart malformations, variable, 217095 (3); Ventricular septal defect 3, 614432 (3), Autosomal dominant; Atrial septal defect 7, with or without AV conduction defects, 108900 (3), Autosomal dominant",Autosomal dominant,0,1
123101,MSX2,"Parietal foramina with cleidocranial dysplasia, 168550 (3), Autosomal dominant; Craniosynostosis 2, 604757 (3), Autosomal dominant; Parietal foramina 1, 168500 (3), Autosomal dominant",Autosomal dominant,0,1
602569,SNCB,"Dementia, Lewy body, 127750 (3), Autosomal dominant",Autosomal dominant,0,1
606681,NSD1,"Sotos syndrome, 117550 (3), Autosomal dominant",Autosomal dominant,0,1
182309,SLC34A1,"?Fanconi renotubular syndrome 2, 613388 (3), Autosomal recessive; Hypercalcemia, infantile, 2, 616963 (3), Autosomal recessive; Nephrolithiasis/osteoporosis, hypophosphatemic, 1, 612286 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
610619,F12,"Angioedema, hereditary, 3, 610618 (3), Autosomal dominant; Factor XII deficiency, 234000 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
608170,DDX41,"{Myeloproliferative/lymphoproliferative neoplasms, familial (multiple types), susceptibility to}, 616871 (3), Autosomal dominant",Autosomal dominant,0,1
604327,B4GALT7,"Ehlers-Danlos syndrome, spondylodysplastic type, 1, 130070 (3), Autosomal recessive",Autosomal recessive,1,0
601538,PROP1,"Pituitary hormone deficiency, combined, 2, 262600 (3), Autosomal recessive",Autosomal recessive,1,0
606470,NHP2,"Dyskeratosis congenita, autosomal recessive 2, 613987 (3), Autosomal recessive",Autosomal recessive,1,0
614683,PHYKPL,"[?Phosphohydroxylysinuria], 615011 (3), Autosomal recessive",Autosomal recessive,1,0
604096,GRM6,"Night blindness, congenital stationary (complete), 1B, autosomal recessive, 257270 (3), Autosomal recessive",Autosomal recessive,1,0
604539,ADAMTS2,"Ehlers-Danlos syndrome, dermatosparaxis type, 225410 (3), Autosomal recessive",Autosomal recessive,1,0
601035,HNRNPH1,"Neurodevelopmental disorder with craniofacial dysmorphism and skeletal defects, 620083 (3), Autosomal dominant",Autosomal dominant,0,1
246530,LTC4S,"Leukotriene C4 synthase deficiency, 614037 (1), Autosomal recessive",Autosomal recessive,1,0
601530,SQSTM1,"Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset, 617145 (3), Autosomal recessive; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3, 616437 (3), Autosomal dominant; Myopathy, distal, with rimmed vacuoles, 617158 (3), Autosomal dominant; Paget disease of bone 3, 167250 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
136352,FLT4,"Hemangioma, capillary infantile, somatic, 602089 (3); Lymphatic malformation 1, 153100 (3), Autosomal dominant; Congenital heart defects, multiple types, 7, 618780 (3), Autosomal dominant",Autosomal dominant,0,1
615329,EXOC2,"Neurodevelopmental disorder with dysmorphic facies and cerebellar hypoplasia, 619306 (3), Autosomal recessive",Autosomal recessive,1,0
601090,FOXC1,"Axenfeld-Rieger syndrome, type 3, 602482 (3), Autosomal dominant; Anterior segment dysgenesis 3, multiple subtypes, 601631 (3), Autosomal dominant",Autosomal dominant,0,1
173321,SERPINB6,"?Deafness, autosomal recessive 91, 613453 (3), Autosomal recessive",Autosomal recessive,1,0
160998,NQO2,"{?Breast cancer susceptibility}, 114480 (1), Autosomal dominant, Somatic mutation",Autosomal dominant,0,1
603453,RIPK1,"Immunodeficiency 57 with autoinflammation, 618108 (3), Autosomal recessive; Autoinflammation with episodic fever and lymphadenopathy, 618852 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
615101,TUBB2A,"Cortical dysplasia, complex, with other brain malformations 5, 615763 (3), Autosomal dominant",Autosomal dominant,0,1
612850,TUBB2B,"Cortical dysplasia, complex, with other brain malformations 7, 610031 (3), Autosomal dominant",Autosomal dominant,0,1
613311,LYRM4,"?Combined oxidative phosphorylation deficiency 19, 615595 (3), Autosomal recessive",Autosomal recessive,1,0
611592,FARS2,"Combined oxidative phosphorylation deficiency 14, 614946 (3), Autosomal recessive; Spastic paraplegia 77, autosomal recessive, 617046 (3), Autosomal recessive",Autosomal recessive,1,0
134570,F13A1,"Factor XIIIA deficiency, 613225 (3), Autosomal recessive; {Myocardial infarction, protection against}, 608446 (3); {Venous thrombosis, protection against}, 188050 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
125647,DSP,"Arrhythmogenic right ventricular dysplasia 8, 607450 (3), Autosomal dominant; Epidermolysis bullosa, lethal acantholytic, 609638 (3), Autosomal recessive; Keratosis palmoplantaris striata II, 612908 (3), Autosomal dominant; Dilated cardiomyopathy with woolly hair, keratoderma, and tooth agenesis, 615821 (3), Autosomal dominant; Cardiomyopathy, dilated, with woolly hair and keratoderma, 605676 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
112266,BMP6,"{Iron overload, susceptibility to}, 620121 (3), Autosomal dominant",Autosomal dominant,0,1
607289,BLOC1S5,"Hermansky-Pudlak syndrome 11, 619172 (3), Autosomal recessive",Autosomal recessive,1,0
107580,TFAP2A,"Branchiooculofacial syndrome, 113620 (3), Autosomal dominant",Autosomal dominant,0,1
600429,GCNT2,"[Blood group, Ii], 110800 (3), Autosomal dominant; Adult i phenotype without cataract, 110800 (3), Autosomal dominant; Cataract 13 with adult i phenotype, 116700 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
154235,MAK,"Retinitis pigmentosa 62, 614181 (3), Autosomal recessive",Autosomal recessive,1,0
603716,GCM2,"Hypoparathyroidism, familial isolated 2, 618883 (3), Autosomal dominant, Autosomal recessive; Hyperparathyroidism 4, 617343 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
616799,SYCP2L,"Premature ovarian failure 24, 620840 (3), Autosomal recessive",Autosomal recessive,1,0
131240,EDN1,"Question mark ears, isolated, 612798 (3), Autosomal dominant; Auriculocondylar syndrome 3, 615706 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
608723,PHACTR1,"Developmental and epileptic encephalopathy 70, 618298 (3), Autosomal dominant",Autosomal dominant,0,1
612655,TBC1D7,"Macrocephaly/megalencephaly syndrome, autosomal recessive, 248000 (3), Autosomal recessive",Autosomal recessive,1,0
601594,JARID2,"Developmental delay with variable intellectual disability and dysmorphic facies, 620098 (3), Autosomal dominant",Autosomal dominant,0,1
607145,DTNBP1,"Hermansky-Pudlak syndrome 7, 614076 (3), Autosomal recessive",Autosomal recessive,1,0
601556,ATXN1,"Spinocerebellar ataxia 1, 164400 (3), Autosomal dominant",Autosomal dominant,0,1
618385,CAP2,"Cardiomyopathy, dilated, 2I, 620462 (3), Autosomal recessive",Autosomal recessive,1,0
608072,NHLRC1,"Myoclonic epilepsy of Lafora 2, 620681 (3), Autosomal recessive",Autosomal recessive,1,0
187680,TPMT,"{Thiopurines, poor metabolism of, 1}, 610460 (3), Autosomal recessive",Autosomal recessive,1,0
184430,SOX4,"Coffin-Siris syndrome 10, 618506 (3), Autosomal dominant",Autosomal dominant,0,1
605755,DCDC2,"Nephronophthisis 19, 616217 (3), Autosomal recessive; ?Deafness, autosomal recessive 66, 610212 (3), Autosomal recessive; Sclerosing cholangitis, neonatal, 617394 (3), Autosomal recessive",Autosomal recessive,1,0
610045,ALDH5A1,"Succinic semialdehyde dehydrogenase deficiency, 271980 (3), Autosomal recessive",Autosomal recessive,1,0
605764,TDP2,"Spinocerebellar ataxia, autosomal recessive 23, 616949 (3), Autosomal recessive",Autosomal recessive,1,0
602842,GMNN,"Meier-Gorlin syndrome 6, 616835 (3), Autosomal dominant",Autosomal dominant,0,1
611410,RIPOR2,"Deafness, autosomal dominant 21, 607017 (3), Autosomal dominant; ?Deafness, autosomal recessive 104, 616515 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
611034,SLC17A3,"[Uric acid concentration, serum, QTL4], 612671 (3), Autosomal dominant; {Gout susceptibility 4}, 612671 (3), Autosomal dominant",Autosomal dominant,0,1
613609,HFE,"Hemochromatosis, type 1, 235200 (3), Autosomal recessive",Autosomal recessive,1,0
602827,H4C3,"Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 1, 619758 (3), Autosomal dominant",Autosomal dominant,0,1
142220,H1-4,"Rahman syndrome, 617537 (3), Autosomal dominant",Autosomal dominant,0,1
602830,H4C5,"Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 3, 619950 (3), Autosomal dominant",Autosomal dominant,0,1
602833,H4C9,"Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 4, 619951 (3), Autosomal dominant",Autosomal dominant,0,1
602826,H4C11,"?Tessadori-Bicknell-van Haaften neurodevelopmental syndrome 2, 619759 (3), Autosomal dominant",Autosomal dominant,0,1
615016,OR2J3,"[C3HEX, ability to smell], 615082 (3), Autosomal dominant",Autosomal dominant,0,1
603540,GABBR1,"Neurodevelopmental disorder with language delay and variable cognitive abnormalities, 620502 (3), Autosomal dominant",Autosomal dominant,0,1
159465,MOG,"?Narcolepsy 7, 614250 (3), Autosomal dominant",Autosomal dominant,0,1
612192,ZFP57,"Diabetes mellitus, transient neonatal 1, 601410 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
142871,HLA-G,"{Asthma, susceptibility to}, 600807 (2), Autosomal dominant",Autosomal dominant,0,1
603405,DHX16,"Neuromuscular disease and ocular or auditory anomalies with or without seizures, 618733 (3), Autosomal dominant",Autosomal dominant,0,1
191130,TUBB,"Symmetric circumferential skin creases, congenital, 1, 156610 (3), Autosomal dominant; Cortical dysplasia, complex, with other brain malformations 6, 615771 (3), Autosomal dominant",Autosomal dominant,0,1
612802,VARS2,"Combined oxidative phosphorylation deficiency 20, 615917 (3), Autosomal recessive",Autosomal recessive,1,0
602593,CDSN,"Hypotrichosis 2, 146520 (3), Autosomal dominant; Peeling skin syndrome 1, 270300 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
191160,TNF,"{Migraine without aura, susceptibility to}, 157300 (3), Autosomal dominant; {Dementia, vascular, susceptibility to} (3); {Asthma, susceptibility to}, 600807 (3), Autosomal dominant; {Septic shock, susceptibility to} (3); {Malaria, cerebral, susceptibility to}, 611162 (3)",Autosomal dominant,0,1
115441,CSNK2B,"Poirier-Bienvenu neurodevelopmental syndrome, 618732 (3), Autosomal dominant",Autosomal dominant,0,1
142620,ABHD16A,"Spastic paraplegia 86, autosomal recessive, 619735 (3), Autosomal recessive",Autosomal recessive,1,0
606520,MPIG6B,"?Thrombocytopenia, anemia, and myelofibrosis, 617441 (3), Autosomal recessive",Autosomal recessive,1,0
603382,MSH5,"?Premature ovarian failure 13, 617442 (3), Autosomal recessive; Spermatogenic failure 74, 619937 (3), Autosomal recessive",Autosomal recessive,1,0
192150,VARS1,"Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy, 617802 (3), Autosomal recessive",Autosomal recessive,1,0
608272,NEU1,"Sialidosis, type II, 256550 (3), Autosomal recessive; Sialidosis, type I, 256550 (3), Autosomal recessive",Autosomal recessive,1,0
606107,SLC44A4,"?Deafness, autosomal dominant 72, 617606 (3), Autosomal dominant",Autosomal dominant,0,1
613927,C2,"C2 deficiency, 217000 (3), Autosomal recessive; {Macular degeneration, age-related, 14, reduced risk of}, 615489 (3), Digenic dominant",Autosomal recessive,1,0
138470,CFB,"?Complement factor B deficiency, 615561 (3), Autosomal recessive; {Hemolytic uremic syndrome, atypical, susceptibility to, 4}, 612924 (3), Autosomal dominant; {Macular degeneration, age-related, 14, reduced risk of}, 615489 (3), Digenic dominant","Autosomal recessive, Autosomal dominant",1,1
600478,SKIC2,"Trichohepatoenteric syndrome 2, 614602 (3), Autosomal recessive",Autosomal recessive,1,0
120810,C4A,"[Blood group, Rodgers], 614374 (3); C4a deficiency, 614380 (3), Autosomal recessive",Autosomal recessive,1,0
613815,CYP21A2,"Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency, 201910 (3), Autosomal recessive; Adrenal hyperplasia, congenital, due to 21-hydroxylase deficiency, 201910 (3), Autosomal recessive",Autosomal recessive,1,0
600985,TNXB,"Ehlers-Danlos syndrome, classic-like, 1, 606408 (3), Autosomal recessive; Vesicoureteral reflux 8, 615963 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
606000,BTNL2,"{Sarcoidosis, susceptibility to, 2}, 612387 (3), Autosomal dominant",Autosomal dominant,0,1
142857,HLA-DRB1,"{Multiple sclerosis, susceptibility to, 1}, 126200 (3), Multifactorial; {Sarcoidosis, susceptibility to, 1}, 181000 (3), Autosomal dominant",Autosomal dominant,0,1
146880,HLA-DQA1,"{Celiac disease, susceptibility to}, 212750 (3), Multifactorial, Autosomal recessive",Autosomal recessive,1,0
604305,HLA-DQB1,"{Celiac disease, susceptibility to}, 212750 (3), Multifactorial, Autosomal recessive; {Multiple sclerosis, susceptibility to, 1}, 126200 (3), Multifactorial; {Creutzfeldt-Jakob disease, variant, resistance to}, 123400 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
170261,TAP2,"MHC class I deficiency 2, 620813 (3), Autosomal recessive",Autosomal recessive,1,0
177046,PSMB8,"Proteasome-associated autoinflammatory syndrome 1 and digenic forms, 256040 (3), Autosomal recessive",Autosomal recessive,1,0
170260,TAP1,"MHC class I deficiency 1, 604571 (3), Autosomal recessive",Autosomal recessive,1,0
177045,PSMB9,"Proteasome-associated autoinflammatory syndrome 6, 620796 (3), Autosomal dominant",Autosomal dominant,0,1
120290,COL11A2,"Deafness, autosomal dominant 13, 601868 (3), Autosomal dominant; Otospondylomegaepiphyseal dysplasia, autosomal recessive, 215150 (3), Autosomal recessive; Fibrochondrogenesis 2, 614524 (3), Autosomal dominant, Autosomal recessive; Deafness, autosomal recessive 53, 609706 (3), Autosomal recessive; Otospondylomegaepiphyseal dysplasia, autosomal dominant, 184840 (3), Autosomal dominant","Autosomal recessive, Autosomal dominant",1,1
601416,SLC39A7,"Agammaglobulinemia 9, autosomal recessive, 619693 (3), Autosomal recessive",Autosomal recessive,1,0
601962,TAPBP,"?MHC class I deficiency 3, 620814 (3), Autosomal recessive",Autosomal recessive,1,0
603384,SYNGAP1,"Intellectual developmental disorder, autosomal dominant 5, 612621 (3), Autosomal dominant",Autosomal dominant,0,1
147267,ITPR3,"Charcot-Marie-Tooth disease, demyelinating, type 1J, 620111 (3), Autosomal dominant; {Diabetes, type 1, susceptibility to}, 222100 (2), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
614461,UQCC2,"Mitochondrial complex III deficiency, nuclear type 7, 615824 (3), Autosomal recessive",Autosomal recessive,1,0
616312,LEMD2,"Marbach-Rustad progeroid syndrome, 619322 (3), Autosomal dominant; Cataract 46, juvenile-onset, 212500 (3), Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
600701,HMGA1,"{Type 2 diabetes mellitus, susceptibility to}, 125853 (3), Autosomal dominant",Autosomal dominant,0,1
603632,RPS10,"Diamond-Blackfan anemia 9, 613308 (3), Autosomal dominant",Autosomal dominant,0,1
614708,SCUBE3,"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies, 619184 (3), Autosomal recessive",Autosomal recessive,1,0
610094,DEF6,"Immunodeficiency 87 and autoimmunity, 619573 (3), Autosomal recessive",Autosomal recessive,1,0
613976,FANCE,"Fanconi anemia, complementation group E, 600901 (3), Autosomal recessive",Autosomal recessive,1,0
602280,TULP1,"Leber congenital amaurosis 15, 613843 (3), Autosomal recessive; Retinitis pigmentosa 14, 600132 (3), Autosomal recessive",Autosomal recessive,1,0
620377,ARMC12,"Spermatogenic failure 90, 620744 (3), Autosomal recessive",Autosomal recessive,1,0
609427,LHFPL5,"Deafness, autosomal recessive 67, 610265 (3), Autosomal recessive",Autosomal recessive,1,0
608480,SLC26A8,"Spermatogenic failure 3, 606766 (3), Autosomal dominant, Autosomal recessive","Autosomal recessive, Autosomal dominant",1,1
612121,PNPLA1,"Ichthyosis, congenital, autosomal recessive 10, 615024 (3), Autosomal recessive",Autosomal recessive,1,0
601301,PPIL1,"Pontocerebellar hypoplasia, type 14, 619301 (3), Autosomal recessive",Autosomal recessive,1,0
603337,DNAH8,"Spermatogenic failure 46, 619095 (3), Autosomal recessive",Autosomal recessive,1,0
606627,DAAM2,"Nephrotic syndrome, type 24, 619263 (3), Autosomal recessive",Autosomal recessive,1,0
603707,MOCS1,"Molybdenum cofactor deficiency A, 252150 (3), Autosomal recessive",Autosomal recessive,1,0
605086,TREM2,"Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2, 618193 (3), Autosomal recessive",Autosomal recessive,1,0
